0.24987,3642.6,4539.6,9.2784,27.2,42.248,2704.2,75.492,120.4,0.3399,80.007,51.317,2633.1,25.184,51.594,3102.1,22.848,65.706,230.7,341.29,94.667,77.375,32.188,8.8933,26.383,6.882,18.776,1.6567,32.958,13.823,23.978,1.2565,18.579,2.2633,4.8436,2.2986,0.017866,0.8357,0.098577,53.724,43.828,63.422,53.617,24.708,62.265,22.224,39.724,41.975,50.223,47.411,41.093,18.351,0
0.25118,3694.8,4513.8,9.2831,27.077,42.736,2705.4,74.628,120.41,0.3356,80.281,48.67,2634.7,21.899,49.225,3104,22.205,65.739,230.34,340.86,94.522,77.8,32.188,8.8933,26.383,6.882,18.776,1.6567,32.958,13.823,23.978,1.2565,18.579,2.2633,4.8436,2.2986,0.017866,0.8357,0.098577,53.724,43.828,62.523,53.926,24.579,61.306,21.975,40.249,34.187,44.741,47.442,41.303,19.831,0
0.25185,3683.5,4504.9,9.46,26.987,42.245,2705.2,74.315,120.42,0.33761,80.229,51.879,2633.5,24.337,49.783,3104.3,21.96,65.78,228.84,340.67,94.681,77.585,32.265,8.8472,25.898,6.927,18.977,1.6573,32.93,13.906,23.847,1.1542,18.833,2.2792,4.8814,2.2239,0.017866,0.8357,0.098577,53.724,43.828,62.717,54.032,24.521,60.532,21.64,40.003,43.628,46.032,47.574,41.52,20.426,0
0.25147,3653.9,4531.9,9.3462,26.983,42.656,2706.3,75.487,120.39,0.33631,80.221,49.955,2634.2,24.811,48.863,3104.2,22.323,65.789,228.45,341.6,94.541,77.489,32.265,8.8472,25.898,6.927,18.977,1.6573,32.93,13.906,23.847,1.1542,18.833,2.2792,4.8814,2.2239,0.017866,0.8357,0.098577,53.724,43.828,63.226,53.708,24.558,61.496,22.324,40.161,37.967,43.903,47.606,41.284,19.568,0
0.24107,3629.3,4527,9.3406,27.041,42.52,2705.6,75.332,120.38,0.34839,80.218,48.691,2635.1,24.809,50.65,3102.1,23.378,65.791,228.64,341.58,94.574,77.399,32.086,8.7784,26.475,6.7721,18.631,1.6713,33.119,13.924,24.394,1.2753,18.222,2.2898,4.7992,2.2417,0.017866,0.8357,0.098577,53.724,43.828,63.234,53.259,24.024,60.781,22.506,40.962,34.247,48.037,47.585,40.949,17.063,0
0.24314,3681.9,4485.6,9.2274,26.555,42.587,2704.9,75.491,120.39,0.34411,80.145,50.101,2633,24.105,51.297,3101.3,23.208,65.775,230.64,341.39,94.768,76.945,32.086,8.7784,26.475,6.7721,18.631,1.6713,33.119,13.924,24.394,1.2753,18.222,2.2898,4.7992,2.2417,0.017724,0.8302,0.097815,54.081,43.994,62.329,53.755,23.82,63.204,22.213,41.484,38.397,49.536,47.404,40.928,17.496,0
0.26121,3712.5,4511.7,9.3253,26.865,42.247,2704.1,75.189,120.38,0.35182,79.961,50.093,2632.4,24.348,49.091,3099.7,23.481,65.746,229.45,341.86,94.484,77.15,32.155,8.9498,26.527,6.9472,18.997,1.6231,33.079,13.873,23.897,1.127,18.445,2.2426,4.861,2.3385,0.017724,0.8302,0.097815,54.081,43.994,63.193,54.285,25.482,62.717,22.382,41.178,38.373,44.43,47.513,40.028,16.852,0
0.26004,3722.7,4518.3,9.3491,27.055,42.37,2703,74.842,120.4,0.35126,79.887,51.169,2631.7,27.138,51.62,3100,21.881,65.691,229.72,341.49,94.609,76.883,32.155,8.9498,26.527,6.9472,18.997,1.6231,33.079,13.873,23.897,1.127,18.445,2.2426,4.861,2.3385,0.017724,0.8302,0.097815,54.081,43.994,63.017,54.207,25.597,62.698,22.367,41.247,41.54,50.282,47.491,40.94,20.689,0
0.25202,3684,4510,9.4889,26.562,42.508,2703.8,75.205,120.39,0.34324,79.975,50.968,2632.6,27.014,50.399,3098.7,22.701,65.652,230.59,341.71,94.552,77.454,32.386,8.9165,26.371,6.8947,18.419,1.6744,32.703,13.805,23.886,1.154,18.969,2.268,4.7573,2.2343,0.017724,0.8302,0.097815,54.081,43.994,62.167,53.401,25.216,60.319,22.334,40.974,40.947,47.457,47.419,40.3,18.707,0
0.25513,3643.7,4476.7,9.3231,27.103,42.172,2705.9,75.086,120.4,0.34227,80.198,49.277,2635.5,25.935,51.53,3101.3,23.752,65.675,230.41,342.15,94.716,77.579,32.386,8.9165,26.371,6.8947,18.419,1.6744,32.703,13.805,23.886,1.154,18.969,2.268,4.7573,2.2343,0.017724,0.8302,0.097815,54.081,43.994,62.861,53.8,24.911,58.692,22.413,41.093,35.971,50.075,47.437,41.338,16.186,0
0.2289,3674.9,4501.8,9.33,26.867,42.396,2707.6,75.465,120.4,0.33701,80.31,49.034,2636.4,24.162,50.168,3104.1,22.898,65.716,231.86,341.41,94.516,77.509,32.269,8.943,26.236,6.9592,18.667,1.6704,33.404,13.893,23.798,1.5004,18.875,2.27,4.6798,2.3167,0.026186,0.83459,0.095339,53.134,43.854,62.749,54.929,22.918,61.195,22.367,39.94,35.257,46.922,47.161,40.801,18.206,0
0.23041,3642.9,4532.3,9.2339,27.112,42.418,2704.9,75.34,120.38,0.33602,80.091,50.173,2632.5,26.914,51.716,3104.7,23.261,65.769,230.2,340.87,94.74,77,32.269,8.943,26.236,6.9592,18.667,1.6704,33.404,13.893,23.798,1.5004,18.875,2.27,4.6798,2.3167,0.026186,0.83459,0.095339,53.134,43.854,63.3,54.565,22.77,62.305,21.818,40.06,38.61,50.506,47.243,40.526,17.386,0
0.24305,3667.8,4518.7,9.3578,26.332,42.295,2704.4,74.839,120.41,0.34943,79.924,49.375,2633.2,25.288,50.498,3100.8,23.112,65.71,231.36,341.57,94.584,77.062,32.345,8.9528,26.895,6.8173,18.922,1.6595,33.092,13.899,24.023,1.1452,18.949,2.2385,4.8621,2.2407,0.026186,0.83459,0.095339,53.134,43.854,62.261,54.157,23.468,61.216,22.205,40.812,36.26,47.686,47.078,41.382,17.754,0
0.24107,3650,4520,9.3659,26.821,42.332,2703.9,75.658,120.37,0.34756,79.861,51.736,2632.4,26.141,51.508,3100.8,22.441,65.644,228.22,341.38,94.805,77.292,32.345,8.9528,26.895,6.8173,18.922,1.6595,33.092,13.899,24.023,1.1452,18.949,2.2385,4.8621,2.2407,0.026186,0.83459,0.095339,53.134,43.854,62.567,54.141,23.662,61.154,22.224,41.041,43.208,50.024,47.3,39.747,19.343,0
0.23164,3678,4511.3,9.3792,26.588,42.326,2705.7,75.046,120.43,0.34859,80.155,50.192,2634.9,24.013,51.366,3103.8,23.721,65.639,231.78,341.61,94.563,77.557,32.064,8.9619,26.64,6.925,18.856,1.6755,33.111,13.724,23.883,1.2378,19.118,2.295,4.8577,2.3572,0.026186,0.83459,0.095339,53.134,43.854,63.324,53.618,22.906,62.457,22.305,41.166,38.665,49.695,46.925,41.683,16.276,0
0.23226,3661.7,4508.2,9.3486,26.836,42.261,2706.8,75.25,120.4,0.34951,80.241,49.647,2635.6,23.06,51.711,3105.1,22.476,65.696,229.55,341.25,94.534,77.41,32.064,8.9619,26.64,6.925,18.856,1.6755,33.111,13.724,23.883,1.2378,19.118,2.295,4.8577,2.3572,0.013012,0.82669,0.10597,53.149,43.994,63.605,53.654,22.845,63.22,22.076,41.053,37.062,50.493,47.168,40.765,19.223,0
0.25887,3643.3,4483.8,9.3162,26.779,42.438,2706.9,75.68,120.4,0.32982,80.19,51.206,2635.6,26.232,50.094,3105.2,23.044,65.685,228.93,340.9,94.514,77.354,32.033,8.8607,26.06,6.8301,18.704,1.6738,33.109,13.706,24.024,1.353,17.671,2.223,4.8203,2.337,0.013012,0.82669,0.10597,53.149,43.994,62.989,54.089,25.53,63.766,21.789,38.768,41.648,46.752,47.205,41.17,17.87,0
0.25979,3615,4497.7,9.3705,27.102,42.398,2706.5,75.791,120.39,0.33016,80.095,50.218,2635.3,25.035,51.06,3104.5,23.744,65.72,229.44,341.47,94.76,77.236,32.033,8.8607,26.06,6.8301,18.704,1.6738,33.109,13.706,24.024,1.353,17.671,2.223,4.8203,2.337,0.013012,0.82669,0.10597,53.149,43.994,63.475,53.922,25.439,59.996,22.204,38.725,38.742,48.986,47.145,41.05,16.224,0
0.26402,3696.1,4568.1,9.3586,27.282,42.306,2709,75.037,120.4,0.32591,80.23,48.706,2638,25.299,49.946,3105.6,22.12,65.715,227.78,341.36,94.349,77.684,32.138,8.8636,26.506,6.915,18.462,1.6193,32.682,13.887,24.071,1.3127,18.637,2.313,4.8643,2.2448,0.013012,0.82669,0.10597,53.149,43.994,62.916,53.452,25.91,61.965,22.593,38.6,34.292,46.41,47.274,40.98,20.037,0
0.266,3662.9,4525.3,9.3448,27.047,42.772,2706.7,75.558,120.39,0.32348,80.073,49.834,2636.2,24.21,49.973,3105.2,22.354,65.742,229.27,341.5,94.547,76.924,32.138,8.8636,26.506,6.915,18.462,1.6193,32.682,13.887,24.071,1.3127,18.637,2.313,4.8643,2.2448,0.013012,0.82669,0.10597,53.149,43.994,63.487,53.965,25.715,61.673,22.278,38.896,37.612,46.472,47.123,40.964,19.542,0
0.25435,3654.5,4528.8,9.3382,27.143,42.544,2705.2,75.049,120.4,0.3444,79.89,50.552,2634.2,24.484,51.006,3102.3,23.521,65.659,230.41,341.67,94.599,77.499,32.002,9.0213,26.985,6.8207,18.594,1.6742,32.643,13.833,24.092,1.3026,18.419,2.243,4.8899,2.2012,0.018427,0.85337,0.10844,53.998,44.538,62.896,54.549,25.078,61.287,22.233,41.16,39.724,48.861,46.798,41.42,16.749,0
0.25539,3644.6,4532.3,9.341,26.997,42.297,2706.3,75.229,120.4,0.34625,80.08,51.057,2635.7,26.351,48.699,3105,22.345,65.632,229.09,341.65,94.738,77.533,32.002,9.0213,26.985,6.8207,18.594,1.6742,32.643,13.833,24.092,1.3026,18.419,2.243,4.8899,2.2012,0.018427,0.85337,0.10844,53.998,44.538,63.066,54.508,24.976,62.249,22.034,40.935,41.212,43.523,46.812,41.628,19.531,0
